,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
5467,30,management,,,0,288.5546925245183,1,0,unknown,433.1943774287207,10,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,4147.005012635905,,2925.4420738930776,,2393.5482019420006,5.701918558138075,36779.190559818344,79544.89695402213,3370.3128349678877,40.85529206872674
5608,35,blue-collar,married,secondary,0,164.74145149729657,1,0,cellular,480.9659627222562,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,759.6286195216334,536.9808868806468,12152.156169090224,10634.764239312812,225.8260270498821,24.272241981762562,20982.647990259247,47480.40018599205,2249.4300998197714,27.351422122109877
5722,41,entrepreneur,divorced,tertiary,0,-382.1619122236267,1,0,unknown,197.76837103106203,2,-1,0,unknown,0,1.0,1.0,0.0,1.0,1.0,1.0,2639.663936175571,2404.9373856289985,2522.027495195583,17891.306539973644,770.3315888410732,19.748760581221863,17867.29205291807,94286.21573455396,,10.419126170053085
5862,36,management,single,tertiary,0,,1,0,cellular,195.86224294725378,2,360,3,failure,0,1.0,,,1.0,1.0,1.0,2361.7112727569024,2097.9043717753943,,8322.694426562479,509.3635599302653,36.856931070294955,51138.80084046013,71297.7659701424,3846.988708128226,10.09436915907039
5881,29,blue-collar,married,,0,77.32020205045679,1,0,unknown,225.773191819224,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,,1490.796382417075,13839.237105741806,17950.396038847557,550.0986302669794,35.23802862019589,17907.227739266636,76620.19865063787,3154.680136697119,52.170781315326956
5891,31,admin.,single,,0,665.6843897328678,1,0,unknown,228.21317800557932,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,674.7223990890361,,9808.835171225868,7939.461389860831,,-4.3372387121658385,26224.886885528635,29342.468319250827,2312.2926488578487,
5983,53,technician,divorced,secondary,0,802.3079057050275,1,0,unknown,363.59308620317927,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,3618.6862210622926,3475.62154711957,8969.23601132143,-402.81986274640076,-570.2558499571712,,6513.92774016142,80735.5806306957,,15.726193155626028
5986,36,technician,single,,0,7534.399974681556,1,0,unknown,71.64101924133396,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,1.0,1.0,3637.742910587219,3502.746683652249,10911.075957179082,13235.47393839035,2261.38579353595,27.308751340443948,45207.33700457559,33296.38314937783,1759.9983121037415,-14.347057923135466
6134,36,blue-collar,married,,0,,1,0,telephone,57.583020490450345,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,3018.1000329192348,2857.3913525086646,8009.321061227068,349.3168119790207,1166.997836799365,,27904.324043383913,52545.88183189858,4396.064068144438,52.13719390042055
6169,49,services,married,,0,316.58614305642004,1,0,telephone,183.01971692512006,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,4194.645972926966,,9422.700582978054,,2095.3393452136133,12.336321001740583,5438.256104874876,60913.20730741404,,-2.036634055377178
6184,35,services,married,secondary,0,905.735231144165,1,0,telephone,131.09813299157253,14,-1,0,unknown,0,,0.0,0.0,1.0,1.0,1.0,4437.969313305524,,,,1265.484050056698,22.879476251654765,39729.65466136001,21552.71503309084,5449.015409610998,34.67029545206959
6207,31,self-employed,,tertiary,0,,1,0,cellular,632.5758801694093,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,6108.042661771558,,9541.489575730673,8198.383434376761,1145.3957704742857,22.905747149641492,23100.857537389693,68824.46297718417,3806.9832835816,45.215215447448784
6212,32,blue-collar,married,primary,0,455.80735569711203,1,0,cellular,190.07940105168746,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,,1865.6821039843119,16585.458975484267,9399.678362336252,-727.4097235315107,13.406040889459561,39665.30499045484,83692.49813238093,4187.157046474134,10.297402221922898
6236,46,management,single,tertiary,0,610.1526446277687,1,0,cellular,195.27765319744248,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,,1.0,231.88228608759673,3.098156886291491,18422.042121590228,13437.568480511625,629.0801262727781,29.830526694828983,57795.142276040686,35933.55365670438,,
6366,31,management,,secondary,0,,1,0,cellular,47.96676684119554,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2579.7220038993255,,4539.439275780709,9481.536386832542,1412.0703239109948,8.517957753260491,41700.40703007944,69815.287402595,3338.764866117336,46.90998578810122
6390,51,management,single,unknown,0,-388.78330646711174,1,0,unknown,45.97249969841091,2,-1,0,unknown,0,,0.0,0.0,1.0,1.0,1.0,,3762.712087097742,7047.998397735466,7543.694203069821,269.0926273746189,29.124882626566176,29587.05920598033,23256.06448535191,4481.11290219255,32.459433781149464
6504,39,technician,single,unknown,0,21.388981945761962,1,0,unknown,158.24450310867084,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,4093.5852204510797,3963.8829565300352,13189.462660612373,488.2554055560395,1198.6239536667108,,55659.92758006703,58916.52574055057,1092.5987963841308,
6523,45,management,married,tertiary,0,,1,0,telephone,137.35315643290477,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2958.7406580432616,2754.17527077021,13672.173301134775,2218.0604905937735,1523.0020172288525,41.91967832998118,30524.1538404561,14758.374068307749,2467.562987992756,
6528,31,admin.,married,secondary,0,418.9784364008008,1,0,cellular,421.7286033830979,5,361,3,other,0,1.0,0.0,0.0,1.0,1.0,1.0,1952.0593300274293,1770.722154315492,11585.41265516867,10298.161218543235,1281.8295850078434,4.8253467311394225,51808.763724132266,91399.69583059859,3065.229093386717,15.69973572236429
6537,57,blue-collar,married,secondary,0,,1,0,telephone,29.15330315552208,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,6419.7446523314675,,5899.285501922932,6647.479505851531,,26.622872890621824,39925.21614698974,71449.21506223117,253.7653595064885,
6643,25,blue-collar,married,secondary,0,817.4547817612688,1,0,unknown,551.97833556004,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,,,6855.851366186003,9800.307553696028,764.6535038075403,-5.128238232346153,22254.78137030967,59310.7252354782,3630.3187840845835,29.474393570032134
6644,31,management,married,tertiary,0,331.384819427551,1,0,cellular,56.64063329581875,24,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,,2510.5807178814734,14789.739467368814,4619.162536559079,1524.9328083565729,28.934790298639864,35266.75344766448,38295.474663263536,4692.321295170067,-10.13813923877165
6706,34,blue-collar,married,secondary,0,989.2145217750405,1,0,cellular,391.97981273797404,2,332,2,other,0,1.0,0.0,0.0,1.0,1.0,1.0,3620.1589026340143,3561.6954247921126,9214.754290265982,6.168238901429504,181.79665944276405,29.036563553500258,9783.525881195044,95665.16604444574,1280.9681183360274,13.085584313866812
6850,55,services,married,secondary,0,304.51637935992323,1,0,cellular,190.27168097789033,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,3543.1649385856845,3282.2026668300095,10734.615038865872,5311.329163438907,2300.6754506350953,-11.7377913555212,2641.202210622094,115078.84897913257,3701.0919573282144,17.35155717775197
6894,50,technician,,secondary,0,2507.631497662877,1,0,cellular,69.03007830903276,1,176,1,failure,0,1.0,0.0,0.0,1.0,1.0,1.0,881.7249286178816,718.4968025338111,14532.956420686742,4803.0082332766815,1379.4641010874686,,41150.348152707935,7976.507795490943,375.43317752513667,23.577896179645492
7050,45,blue-collar,married,primary,0,-17.160865277981536,1,0,unknown,271.57334886863464,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,976.6050286638688,,5314.13815213542,2090.4289664323924,,,14412.265169476455,94612.59285267896,,-3.8252365372626933
7188,48,services,married,secondary,0,2598.526829358901,1,0,cellular,219.55091028358586,2,355,1,failure,0,1.0,0.0,0.0,1.0,1.0,1.0,1404.8972389104483,1180.5031811732833,2254.719292602071,6759.431995649781,999.9051616192216,2.9302322119448654,26005.0967352192,69464.32750408532,-231.5447094065894,20.806721816422396
7189,47,blue-collar,married,,0,,1,0,unknown,144.68416982019855,1,-1,0,unknown,0,1.0,1.0,1.0,1.0,,1.0,2252.1085052772783,2027.1061535201072,13775.521920408471,,1669.8800936088155,31.602968695379893,46034.57433301894,26420.495094614787,5242.835416471327,7.150088186764801
7246,35,technician,married,tertiary,0,170.26701613810485,1,0,cellular,84.12792690159321,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,1205.849442720106,912.9290864779567,5687.59186869085,12817.62000269877,1137.7992427386032,8.293357011869595,9971.959154772128,84173.6688912326,3817.8010758736555,-7.45478890119734
7262,41,blue-collar,married,,0,405.26149132372666,1,0,cellular,134.13282794209783,5,-1,0,unknown,0,1.0,0.0,,1.0,1.0,1.0,,4074.0713821721747,13102.133884691055,10184.56547968243,177.25940231654886,36.61874421875552,23158.23667276972,54934.23154181179,2950.7660882484433,23.173028297399757
7393,26,student,single,,0,26.74515142492521,1,0,unknown,641.1042694058877,2,-1,0,unknown,0,1.0,,1.0,,1.0,1.0,3178.826917220363,2928.221370382167,,7521.558538761249,-808.0274874326087,17.60459002443367,14263.983822470758,43090.2224217888,1449.6767616616808,19.011269383079796
7545,34,management,married,secondary,0,144.2126779047633,1,0,cellular,356.8472673546405,3,183,1,failure,0,1.0,0.0,0.0,1.0,1.0,1.0,3258.69480117474,,6085.707387423661,3458.9765568628554,1249.246948321204,16.833906839579946,32105.931546710253,25558.372201325074,5547.511860317553,
7587,37,management,married,,0,52.01305247764205,1,0,cellular,57.78235875391582,20,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2681.433986643662,2434.037361516481,12168.79847916147,-2504.5455087409628,3842.3473375603808,33.24178324052603,45278.28712151823,75415.04988733403,6934.203498509469,12.094795394034188
7610,38,management,married,tertiary,0,-5.73945593340256,1,0,unknown,261.2213076960453,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,2245.5749304049855,1965.4795678509872,7906.980469944648,4599.346101184081,346.5814181263752,7.516706877507026,12283.452408422654,82198.59224574173,-715.9637288935041,8.886091336137717
7691,40,blue-collar,married,secondary,0,,1,0,cellular,83.08606419739218,5,336,11,other,0,1.0,1.0,0.0,1.0,1.0,,2542.759149678957,2194.347210170285,9745.987726404039,11196.553423057007,1215.9744014376545,44.321040140092094,22836.287180149186,42541.13956896584,5472.32806090564,0.18018927282267327
7698,47,management,divorced,tertiary,0,8324.829522594468,1,0,cellular,180.25973999365524,2,-1,0,unknown,0,1.0,0.0,,1.0,1.0,1.0,3463.4940853168832,3395.1345335211536,18597.284656234773,18239.971048892847,95.08280291437791,3.709718464856305,30389.99991278487,74576.13743805439,6255.301506297813,26.577479585307746
7739,35,entrepreneur,single,tertiary,0,1860.1403508972344,1,0,unknown,99.32642214048758,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2917.7322960444817,2658.793437955753,3150.3951534096504,10911.065321975278,607.912720030609,59.457959185413024,49538.0330472927,27958.441090552005,,9.652415440847248
7770,31,blue-collar,married,secondary,0,44.02195902994442,1,0,unknown,227.3753513703586,14,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,5686.411904184874,5469.094877888517,8154.415187555925,3607.808692368877,930.5963121398111,23.74289292521259,31687.316136212936,82452.10889239765,601.4639353296279,-3.4150815273268478
7778,38,blue-collar,married,secondary,0,543.9003595263207,1,0,unknown,120.59190604987252,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,,,3441.267892115391,13675.91732762778,,151.0635007471658,-21.570820972766228,52471.62275365551,61303.88435587608,4726.690635088044,0.4770869805017348
7879,35,management,,,1,-157.42760906234452,1,0,unknown,289.4418928769198,3,-1,0,unknown,0,,0.0,1.0,1.0,1.0,1.0,4111.833235861383,3904.1324313997056,11452.546414183207,10692.202140638972,2680.668823268914,56.70899861301505,34244.933007165026,57151.11556918394,2638.1593958436993,8.996621398777794
7887,38,services,married,,0,164.8823811662023,1,0,unknown,327.42647359405873,1,-1,0,unknown,0,1.0,1.0,1.0,1.0,,1.0,583.2118440416828,401.09198481361136,,-3658.59647381753,970.2094039902911,50.904151718515116,31620.46225968518,84328.8123961643,,7.341608439768846
7916,52,blue-collar,married,tertiary,0,,1,0,unknown,76.5043738833107,1,-1,0,unknown,0,1.0,0.0,,1.0,1.0,1.0,2016.806887540274,1900.0916323621768,14325.765101032215,,1576.8973222959632,36.41820087590823,27978.103060564146,81011.52591622023,539.8837286660764,-11.558627356210383
7952,36,services,,,0,,1,0,cellular,194.89983095486127,2,-1,0,unknown,0,1.0,0.0,,1.0,1.0,1.0,4004.0188577059043,3901.7172006243427,18599.75892036986,1440.1765473859987,0.9465352636339048,-2.5648979600371895,79816.18134255547,74825.02908187587,4101.0749919524305,30.462654379896733
7959,36,admin.,married,secondary,0,359.7842059775804,1,0,cellular,212.28540978122862,9,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2569.9390761838395,2362.7605579829583,11304.16304897641,5228.902970353722,777.5704881333379,19.862696181376403,20996.620044340278,63855.63387992681,4585.6137318386955,
7978,42,housemaid,,,0,,1,0,cellular,385.7187214479934,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2966.28853592739,2801.688024319965,7243.905228105392,10057.077863571696,,6.4327721458813745,19687.689104097386,62178.99158155577,1752.9385406404167,37.844505790309455
8025,40,retired,single,secondary,0,1799.617290112201,1,0,unknown,157.01126747155067,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,1346.4748570012407,,9624.3508057275,10424.408630886312,1051.2247354041351,19.5007202719122,31083.77848733827,66509.84765700466,4041.1526741467414,3.0643566399095583
8078,35,self-employed,,tertiary,0,1144.6697583113057,1,0,cellular,105.6617278066598,2,184,2,failure,0,1.0,0.0,0.0,1.0,1.0,1.0,938.2746257500628,782.3616011560989,11304.242752414657,6460.430849537426,-284.7597744601421,24.374476196371454,27909.72291823618,79111.43939220559,711.3172207537145,26.005459463021023
8099,30,management,,tertiary,0,3068.05583095614,1,0,cellular,186.82106644638444,1,137,1,other,0,1.0,0.0,0.0,1.0,1.0,1.0,1316.5430874589586,1195.1738286194263,9076.972298274035,12708.73514636191,484.7787318593555,10.612188998721566,37967.456901843376,51316.730341494316,4603.722063742689,10.627365653931427
8185,42,admin.,married,secondary,0,585.3970189527244,1,0,unknown,200.37044152402268,2,-1,0,unknown,0,1.0,0.0,0.0,,1.0,1.0,3792.2633310207657,3550.6420292608095,16118.528284415479,,3291.3627682681786,40.24034736696068,29994.374868624658,-8175.4573949998885,3093.134596848291,24.957506660051934
8319,40,entrepreneur,married,secondary,0,1282.4029068427794,1,0,telephone,75.21934031663181,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,6769.081955916157,6558.683220533371,15108.207111156305,-2657.0406528516814,1275.0809792405794,27.088916935165017,13644.925013177777,72358.2044199203,2626.8604561853026,24.644473802536062
8347,37,admin.,married,secondary,0,1329.9476238241257,1,0,unknown,243.30218525212692,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,,3435.5454026340217,12209.652712517494,3217.616606319035,2320.6603896143056,12.986209880822816,1778.8369925091065,57195.65346806201,2796.5082549417098,25.593681718745316
8526,48,self-employed,,,0,83.06658471017604,1,0,unknown,308.86618614626434,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2905.432860437887,2703.4227918522133,4537.476327280614,11487.109665864326,487.64668946146935,,40167.11356679717,56666.48274230532,4737.772314011736,6.6032323716017505
8595,34,blue-collar,married,,0,497.51234919595026,1,0,cellular,1390.2499483079164,7,-1,0,unknown,0,1.0,,0.0,1.0,1.0,1.0,5620.925782975244,5346.388042525923,13636.362856629186,-225.12129273029495,253.5622393362978,30.44481487386401,48269.11351202021,60487.46343240013,4500.823279730016,-12.233078926852848
8851,35,blue-collar,single,secondary,0,,1,0,cellular,231.90061280871834,3,280,1,other,0,1.0,0.0,1.0,1.0,1.0,1.0,2510.5619317040514,2342.6801477192207,4854.610100262761,14974.74432174199,1315.7904785861863,11.147987991142136,27682.632092842072,28583.475595087126,,18.673016144117234
8866,31,blue-collar,married,,0,,1,0,unknown,149.88784964498703,1,-1,0,unknown,0,,0.0,1.0,,1.0,1.0,3003.267375411881,2758.2905536485637,,2019.5613721673362,1954.2391459946198,22.818688102301007,26431.87101814751,45521.355178233614,3275.402419994772,33.653539059867164
8953,38,blue-collar,married,secondary,0,2060.3346338373813,1,0,cellular,386.90787426364824,1,-1,0,unknown,0,1.0,0.0,1.0,,1.0,1.0,,2949.0458898665897,6578.651539486641,13783.621542253513,744.8379151523136,34.15463816481109,31983.71668379677,32083.248825792638,3155.6422558254117,42.30958162307543
8990,28,blue-collar,married,secondary,0,68.55140785995573,1,0,cellular,28.17374592731274,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,1748.5324299868387,1495.829916910102,11372.991638407839,7248.4745665919,2091.6887779292997,-0.3257147967450855,65852.18943500267,66966.37651885758,4236.760523997049,11.152821823870015
8998,36,housemaid,divorced,,0,,1,0,cellular,129.5110439940112,6,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,1.0,,3069.101001210856,11659.370455108805,11279.414615962267,1309.0937150493976,23.096188278003694,33681.34273783679,51694.047733615844,3464.989118357476,26.64797351642745
8999,32,blue-collar,,tertiary,0,3084.4765422059345,1,0,cellular,314.55143857087796,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,,4784.16425454925,15044.509134831895,4489.1883213878555,,19.745999193531166,47288.987025159055,73865.9170713829,,32.71124866189368
9042,59,retired,divorced,,0,257.6964967944582,1,0,unknown,591.4608279587352,3,-1,0,unknown,0,1.0,1.0,0.0,1.0,1.0,1.0,4389.117570119047,4252.642292341158,7173.94963360488,6327.911914043192,,-6.849899964720677,28167.68977332475,55108.311527209975,2379.76645296388,26.46458887944081
9107,31,blue-collar,single,secondary,0,4391.954867076785,1,0,unknown,340.1338450122465,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,1.0,1.0,668.5121918181009,527.2089092468559,16852.333310718066,2250.7231053663118,685.6829912562507,2.8746192965810593,32201.478950803343,87617.38525899478,-1869.6755282142776,12.411811098048439
9114,34,entrepreneur,married,secondary,0,3200.1647380557824,1,0,unknown,278.19675514316236,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,3805.7975835052416,,16846.411589924704,,893.2257247661107,,29447.73515224459,65978.94923739237,5077.649203718828,26.079535495415083
9193,41,management,,tertiary,0,2896.609389409228,1,0,cellular,108.98895572960845,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,1.0,,4872.506766029602,4511.953516155544,,13641.313430710952,2504.5154310133103,5.842940422808157,32783.034314498334,121339.59241115254,7373.959293948516,
9405,35,technician,single,,0,807.2409333070575,1,0,cellular,1111.9747785900804,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,1.0,1.0,3499.8486874679566,,4916.296176490915,1638.3570870481662,-56.01844989127699,10.558852087680243,24461.161472565476,6901.894159049407,3882.7288871371643,25.462770969971885
9443,32,admin.,married,tertiary,0,46.99534300149501,1,0,unknown,153.94842204622063,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,1.0,1.0,2391.5537746346454,2115.025844517414,8741.641052538394,6447.827383413861,71.3096641922541,26.32727888799532,26093.009117019305,41886.33272886257,2799.6895334330006,-9.19722107754945
